person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,high_loan_burden,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,age_group_Middle-aged,age_group_Senior,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
24,24000,0.0,2,6500,11.36,0,0.27,0,2,0,False,False,True,False,False,True,False,False,False,False
22,52000,5.0,1,3900,7.51,0,0.07,0,3,0,False,False,False,False,False,False,False,False,False,True
24,52000,7.0,2,7800,11.36,0,0.15,0,3,0,False,False,False,False,False,False,False,False,False,True
24,52000,8.0,2,5000,10.99,0,0.1,0,3,0,False,False,False,False,False,False,False,False,True,False
21,24000,1.0,2,6500,12.53,0,0.27,0,2,0,False,False,True,False,False,False,False,False,False,True
26,25000,4.0,4,6500,14.09,1,0.26,1,2,0,False,False,True,False,False,False,False,True,False,False
24,52000,3.0,1,3500,6.76,0,0.07,0,3,0,False,False,False,False,False,False,False,False,False,True
22,52000,0.0,1,10000,7.88,0,0.19,0,3,0,False,False,False,False,False,True,False,False,False,False
26,25596,0.0,2,6500,9.99,0,0.25,0,4,0,False,False,True,False,False,False,False,True,False,False
24,52000,8.0,2,8400,10.99,0,0.16,0,4,0,False,False,False,False,False,False,False,False,False,True
25,46000,0.0,5,19750,16.7,1,0.43,1,4,0,False,True,False,False,False,False,False,False,False,False
22,46000,0.0,2,8000,12.53,1,0.17,0,3,0,False,False,False,False,False,False,False,True,False,False
23,52000,1.0,2,10000,11.14,0,0.19,0,2,0,False,True,False,False,False,False,False,False,True,False
24,52000,8.0,1,5000,7.4,0,0.1,0,2,0,False,True,False,False,False,False,False,False,True,False
26,28000,7.0,1,6500,7.51,0,0.23,0,3,0,False,False,True,False,False,False,False,True,False,False
24,30000,0.0,2,6500,10.99,0,0.22,0,3,0,False,False,True,False,False,False,False,False,False,True
22,30000,4.0,3,6500,13.85,0,0.22,1,3,0,False,False,True,False,False,True,False,False,False,False
22,52000,0.0,1,3000,7.05,0,0.06,0,2,0,False,False,False,False,False,False,False,False,False,False
22,31000,2.0,1,6500,8.32,0,0.21,0,3,0,False,False,True,False,False,True,False,False,False,False
26,32000,2.0,3,6500,14.22,0,0.2,1,2,0,False,False,True,False,False,False,False,True,False,False
23,32000,0.0,1,6500,7.88,0,0.2,0,4,0,False,False,True,False,False,True,False,False,False,False
22,32200,5.0,2,6500,11.83,0,0.2,0,2,0,False,False,True,False,False,False,False,False,True,False
22,33000,4.0,1,6500,6.17,0,0.2,0,4,0,False,False,True,False,False,False,False,True,False,False
23,33000,0.0,1,6500,7.51,0,0.2,0,2,0,False,False,True,False,False,True,False,False,False,False
24,46000,2.0,2,15250,12.53,1,0.33,0,2,0,False,False,False,False,False,False,False,False,True,False
25,35000,4.0,3,6500,12.68,0,0.19,1,2,0,False,False,True,False,False,False,False,True,False,False
22,52000,6.0,1,4800,8.59,0,0.09,0,2,0,False,False,False,False,False,False,False,False,True,False
21,52000,1.0,3,16000,12.87,0,0.31,0,4,0,False,False,False,False,False,True,False,False,False,False
22,36000,0.0,3,6500,13.48,0,0.18,0,3,0,False,False,True,False,False,False,False,False,True,False
26,46000,3.0,7,5000,19.16,1,0.11,0,3,0,False,False,False,False,False,True,False,False,False,False
24,38000,8.0,3,6500,11.34,0,0.17,1,3,0,False,False,True,False,False,False,False,False,True,False
26,52000,0.0,2,3600,11.89,0,0.07,0,2,0,False,False,False,False,False,True,False,False,False,False
25,52000,3.0,1,6000,9.32,0,0.12,0,2,0,False,False,False,False,False,False,False,True,False,False
26,52000,10.0,1,3000,9.63,0,0.06,0,3,0,False,False,False,False,False,False,False,False,True,False
21,52000,5.0,3,7000,13.47,0,0.13,0,3,0,False,False,False,False,False,True,False,False,False,False
23,52000,3.0,3,9250,13.16,0,0.18,0,3,0,False,True,False,False,False,False,False,True,False,False
22,34000,1.0,3,6500,13.22,1,0.19,1,3,0,False,False,True,False,False,False,False,False,True,False
26,52000,7.0,2,3600,10.51,0,0.07,0,3,0,False,False,False,False,False,False,False,False,False,False
25,40000,1.0,2,6500,11.89,0,0.16,0,4,0,False,False,True,False,False,False,False,False,False,False
26,40100,3.0,4,6500,15.31,0,0.16,0,4,0,False,False,True,False,False,False,False,False,False,True
21,40116,2.0,1,6500,5.79,0,0.16,0,3,0,False,False,True,False,False,False,False,False,False,True
24,52000,8.0,1,5000,8.32,0,0.1,0,2,0,False,False,False,False,False,False,False,False,True,False
22,52000,0.0,3,6400,11.34,0,0.12,1,4,0,False,False,False,False,False,True,False,False,False,False
22,35325,2.0,4,6500,15.95,1,0.18,0,2,0,False,False,True,False,False,False,True,False,False,False
20,42000,4.0,2,6500,11.71,0,0.15,0,2,0,False,False,True,False,False,False,False,False,False,True
25,42000,2.0,3,6500,13.49,0,0.15,1,3,0,False,False,True,False,False,False,False,True,False,False
23,36000,4.0,4,6500,17.49,1,0.18,1,2,0,False,False,True,False,False,False,False,False,False,False
22,42000,2.0,1,6500,5.99,0,0.15,0,2,0,False,False,True,False,False,True,False,False,False,False
23,42000,2.0,2,6500,10.37,0,0.15,0,3,0,False,False,True,False,False,False,False,False,True,False
25,52160,5.0,2,1750,11.89,0,0.03,0,2,0,False,False,False,False,False,False,True,False,False,False
23,52176,3.0,2,7500,10.59,0,0.14,0,3,0,False,False,False,False,False,True,False,False,False,False
21,43000,5.0,3,6500,12.73,0,0.15,0,3,0,False,False,True,False,False,True,False,False,False,False
23,52250,2.0,3,4750,13.35,0,0.09,1,4,0,False,False,False,False,False,False,False,False,False,True
23,44724,7.0,2,6500,10.96,0,0.15,0,3,0,False,False,True,False,False,False,False,False,False,True
21,45000,3.0,2,6500,10.74,0,0.14,0,2,0,False,False,True,False,False,False,False,False,False,True
26,45600,2.0,2,6500,10.99,0,0.14,0,4,0,False,False,True,False,False,False,False,True,False,False
22,46320,6.0,4,15000,12.86,1,0.32,1,4,0,False,False,False,False,False,False,False,False,False,False
23,52360,4.0,4,15000,16.49,0,0.29,1,2,0,False,False,False,False,False,False,False,False,False,True
22,46500,0.0,2,9500,12.69,1,0.2,0,4,0,False,False,False,False,False,False,False,False,False,False
22,52500,3.0,2,4000,10.65,0,0.08,0,4,0,False,False,False,False,False,False,False,False,False,False
22,45012,6.0,4,6500,13.99,1,0.14,0,2,0,False,False,True,False,False,False,False,True,False,False
22,52500,6.0,3,8000,15.23,0,0.15,0,3,0,False,False,False,False,False,False,False,False,False,False
23,46500,1.0,1,5000,7.49,1,0.11,0,3,0,False,False,False,False,False,False,False,True,False,False
22,53000,2.0,2,6500,10.65,0,0.12,0,4,0,False,False,True,False,False,True,False,False,False,False
21,55404,5.0,3,6500,13.98,0,0.12,0,4,0,False,False,True,False,False,False,False,False,False,False
22,59000,2.0,2,6500,10.95,0,0.11,0,3,0,False,False,True,False,False,True,False,False,False,False
26,52500,0.0,2,15250,9.63,0,0.29,0,2,0,False,False,False,False,False,False,False,False,True,False
25,52500,9.0,1,7000,5.79,0,0.13,0,4,0,False,False,False,False,False,False,True,False,False,False
22,60000,3.0,2,6500,9.25,0,0.11,0,2,0,False,False,True,False,False,False,False,False,True,False
25,52500,4.0,1,9000,7.88,0,0.17,0,4,0,False,False,False,False,False,False,False,False,False,False
21,62467,0.0,2,6500,10.99,0,0.1,0,4,0,False,False,True,False,False,False,False,True,False,False
22,63211,7.0,2,6500,11.86,0,0.1,0,2,0,False,False,True,False,False,False,False,False,False,False
25,66000,7.0,2,6500,10.25,0,0.1,0,3,0,False,False,True,False,False,False,False,False,False,False
22,52584,2.0,4,6400,14.54,0,0.12,0,4,0,False,False,False,False,False,False,False,False,True,False
25,46645,9.0,2,2000,12.69,1,0.04,0,3,0,False,False,False,False,False,False,False,False,True,False
23,70000,6.0,3,6500,13.23,0,0.09,0,3,0,False,False,True,False,False,False,False,False,False,True
25,72600,5.0,1,6500,7.74,0,0.09,0,2,0,False,False,True,False,False,False,True,False,False,False
24,73000,2.0,1,6500,7.49,0,0.09,0,4,0,False,False,True,False,False,False,False,False,False,False
26,52700,7.0,1,4000,7.4,0,0.08,0,3,0,False,False,False,False,False,False,False,False,True,False
22,52700,2.0,1,5000,9.63,0,0.09,0,4,0,False,False,False,False,False,True,False,False,False,False
25,52704,6.0,1,11000,8.94,0,0.21,0,3,0,False,False,False,False,False,False,False,False,False,False
24,52739,8.0,1,8000,9.38,0,0.15,0,2,0,False,False,False,False,False,False,True,False,False,False
23,52780,2.0,1,8000,7.51,0,0.15,0,2,0,False,False,False,False,False,False,False,False,True,False
25,75000,2.0,3,6500,13.57,0,0.09,1,2,0,False,False,True,False,False,True,False,False,False,False
23,52800,7.0,2,2625,11.71,0,0.05,0,3,0,False,False,False,False,False,True,False,False,False,False
23,80000,6.0,1,6500,7.51,0,0.08,0,3,0,False,False,True,False,False,False,False,False,False,True
23,84000,4.0,4,6500,15.31,0,0.08,0,3,0,False,False,True,False,False,False,False,False,False,True
25,84000,4.0,2,6500,11.89,0,0.08,0,4,0,False,False,True,False,False,True,False,False,False,False
24,52800,8.0,1,3600,7.9,0,0.07,0,3,0,False,False,False,False,False,False,False,False,False,False
25,85296,7.0,3,6500,12.98,0,0.08,1,4,0,False,False,True,False,False,False,False,False,False,False
25,46800,0.0,1,6000,5.42,1,0.13,0,4,0,False,False,False,False,False,False,False,True,False,False
22,52800,5.0,2,4000,10.99,0,0.08,0,2,0,False,False,False,False,False,False,False,False,False,True
22,52800,5.0,4,4800,17.49,0,0.09,1,3,0,False,True,False,False,False,True,False,False,False,False
24,91700,1.0,2,6500,9.88,0,0.07,0,3,0,False,False,True,False,False,True,False,False,False,False
23,92000,0.0,1,6500,8.0,0,0.07,0,2,0,False,False,True,False,False,False,False,False,True,False
22,52800,4.0,1,7000,6.99,0,0.13,0,4,0,False,True,False,False,False,False,False,True,False,False
24,95000,8.0,1,6500,8.49,0,0.07,0,2,0,False,False,True,False,False,False,False,False,True,False
26,52800,10.0,1,1925,6.76,0,0.04,0,4,0,False,False,False,False,False,False,False,True,False,False
22,52800,6.0,1,7000,6.76,0,0.13,0,2,0,False,False,False,False,False,False,False,False,True,False
24,52800,8.0,1,4000,7.88,0,0.08,0,4,0,False,False,False,False,False,True,False,False,False,False
22,52800,6.0,3,6000,13.98,0,0.11,1,3,0,False,False,False,False,False,False,False,False,True,False
22,47000,0.0,2,6550,10.65,0,0.14,0,2,0,False,False,True,False,False,False,False,False,False,True
23,45000,2.0,1,6575,8.0,0,0.15,0,4,0,False,False,True,False,False,False,False,True,False,False
24,86000,8.0,1,6575,6.99,0,0.08,0,3,0,False,False,True,False,False,True,False,False,False,False
24,21600,0.0,3,6600,12.68,1,0.31,1,4,0,False,False,True,False,False,True,False,False,False,False
26,46800,0.0,3,5000,12.87,1,0.11,0,4,0,False,False,False,False,False,False,False,True,False,False
23,21888,8.0,2,6600,11.11,0,0.3,0,2,0,False,False,True,False,False,True,False,False,False,False
26,29000,11.0,1,6600,7.49,0,0.23,0,3,0,False,False,True,False,False,True,False,False,False,False
24,30000,2.0,3,6600,13.06,1,0.22,0,2,0,False,False,True,False,False,False,True,False,False,False
22,30004,6.0,2,6600,10.33,0,0.22,0,2,0,False,False,True,False,False,False,False,True,False,False
23,34800,6.0,1,6600,7.49,0,0.19,0,3,0,False,False,True,False,False,True,False,False,False,False
26,35000,0.0,1,6600,8.59,0,0.19,0,4,0,False,False,True,False,False,False,False,True,False,False
25,36000,1.0,2,6600,11.49,0,0.18,0,4,0,False,False,True,False,False,False,False,True,False,False
25,53000,4.0,2,7200,9.91,0,0.14,0,3,0,False,True,False,False,False,False,True,False,False,False
22,39000,3.0,2,6600,10.99,0,0.17,0,2,0,False,False,True,False,False,False,False,True,False,False
25,53000,4.0,1,6000,6.62,0,0.11,0,3,0,False,False,False,False,False,False,True,False,False,False
26,41000,3.0,3,6600,13.85,0,0.16,1,4,0,False,False,True,False,False,False,False,False,False,False
26,41000,1.0,1,6600,8.0,0,0.16,0,2,0,False,False,True,False,False,False,False,False,False,False
25,42000,2.0,2,6600,10.65,0,0.16,0,4,0,False,False,True,False,False,False,False,True,False,False
22,41838,0.0,4,6600,16.89,1,0.16,0,3,0,False,False,True,False,False,False,False,True,False,False
23,48000,3.0,2,6600,11.11,0,0.14,0,2,0,False,False,True,False,False,True,False,False,False,False
26,53000,2.0,2,2500,9.91,0,0.05,0,2,0,False,True,False,False,False,False,True,False,False,False
23,52000,8.0,1,6600,7.49,0,0.13,0,3,0,False,False,True,False,False,False,False,False,False,False
24,53000,8.0,1,8000,6.03,0,0.15,0,2,0,False,False,False,False,False,False,True,False,False,False
25,47000,9.0,1,12000,6.62,1,0.26,0,2,0,False,False,False,False,False,True,False,False,False,False
22,53000,6.0,3,1000,15.27,0,0.02,1,4,0,False,False,False,False,False,False,False,False,False,False
24,52000,3.0,1,6600,7.49,0,0.13,0,3,0,False,False,True,False,False,False,True,False,False,False
21,53000,5.0,1,3000,7.51,0,0.06,0,4,0,False,True,False,False,False,False,False,True,False,False
26,53000,10.0,3,11500,14.65,0,0.22,0,4,0,False,False,False,False,False,False,False,True,False,False
26,54000,2.0,3,6600,11.97,0,0.12,1,4,0,False,False,True,False,False,False,False,False,True,False
22,60000,0.0,2,6600,10.59,0,0.11,0,2,0,False,False,True,False,False,False,False,False,False,False
25,53000,9.0,1,10800,7.51,0,0.2,0,2,0,False,False,False,False,False,False,False,False,False,True
22,60000,4.0,2,6600,10.99,0,0.11,0,2,0,False,False,True,False,False,False,False,False,True,False
26,53000,3.0,1,2800,6.03,0,0.05,0,4,0,False,False,False,False,False,False,True,False,False,False
22,64000,5.0,1,6600,8.9,0,0.1,0,3,0,False,False,True,False,False,False,False,True,False,False
26,53000,10.0,1,12000,5.99,0,0.23,0,4,0,False,False,False,False,False,False,False,False,False,True
22,53000,0.0,1,5025,7.49,0,0.09,0,3,0,False,False,False,False,False,False,False,False,False,False
23,70000,3.0,3,6600,12.84,0,0.09,1,3,0,False,False,True,False,False,False,False,False,False,True
26,53000,3.0,2,6000,9.99,0,0.11,0,2,0,False,True,False,False,False,False,False,False,False,True
25,97000,0.0,1,6600,7.49,0,0.07,0,2,0,False,False,True,False,False,False,False,False,False,True
25,101877,9.0,2,6600,10.99,0,0.06,0,2,0,False,False,True,False,False,False,False,False,False,True
25,53000,9.0,3,12375,13.49,0,0.23,1,3,0,False,False,False,False,False,False,False,False,False,True
24,53000,4.0,1,15000,7.49,0,0.28,0,2,0,False,False,False,False,False,False,False,False,False,True
22,53000,6.0,3,7350,14.79,0,0.14,1,4,0,False,False,False,False,False,False,False,False,False,True
25,13200,0.0,1,6625,8.63,1,0.5,0,3,0,False,False,True,False,False,False,False,False,False,False
23,16800,7.0,1,6625,6.03,1,0.39,0,3,0,False,False,True,False,False,True,False,False,False,False
21,28000,2.0,3,6625,13.06,1,0.24,0,2,0,False,False,True,False,False,False,False,False,False,False
22,47000,6.0,2,24000,10.37,1,0.51,0,4,1,False,False,False,False,False,False,False,True,False,False
26,28000,8.0,4,6625,12.92,0,0.24,0,2,0,False,False,True,False,False,True,False,False,False,False
24,53000,8.0,1,6850,6.92,0,0.13,0,2,0,False,False,False,False,False,False,False,False,False,True
22,53000,6.0,1,5000,5.42,0,0.09,0,3,0,False,False,False,False,False,False,False,False,True,False
24,50000,3.0,3,6625,11.22,0,0.13,0,2,0,False,False,True,False,False,False,False,True,False,False
24,53000,8.0,4,10000,14.91,0,0.19,0,4,0,False,False,False,False,False,False,True,False,False,False
24,57100,3.0,3,6625,11.22,0,0.12,1,4,0,False,False,True,False,False,False,False,False,False,True
25,34000,0.0,1,6650,8.9,0,0.2,0,3,0,False,False,True,False,False,False,False,False,False,True
24,56000,2.0,2,6650,12.69,0,0.12,0,2,0,False,False,True,False,False,False,False,False,False,True
21,53000,5.0,3,18000,13.8,0,0.34,1,3,0,False,False,False,False,False,False,False,False,False,True
22,72321,6.0,2,6650,10.99,0,0.09,0,4,0,False,False,True,False,False,False,False,False,True,False
22,12000,0.0,1,6700,7.66,1,0.56,0,4,1,False,False,True,False,False,True,False,False,False,False
21,21600,4.0,1,6700,6.92,1,0.31,0,4,0,False,False,True,False,False,False,False,False,False,False
23,24996,0.0,3,6700,13.8,0,0.27,1,3,0,False,False,True,False,False,True,False,False,False,False
22,53000,4.0,4,6600,14.46,0,0.12,1,4,0,False,False,False,False,False,False,False,False,False,True
26,53000,1.0,1,8000,7.49,0,0.15,0,2,0,False,False,False,False,False,False,False,False,False,False
22,27600,0.0,4,6700,15.31,1,0.24,0,3,0,False,False,True,False,False,False,False,False,False,True
22,36050,2.0,4,6700,14.11,1,0.19,1,4,0,False,False,True,False,False,False,False,False,True,False
22,53000,6.0,5,8000,16.82,0,0.15,0,4,0,False,False,False,False,False,False,False,False,False,True
22,48000,3.0,2,6700,11.99,0,0.14,0,3,0,False,False,True,False,False,False,False,False,False,False
22,72204,2.0,3,6700,13.47,0,0.09,0,3,0,False,False,True,False,False,False,False,False,True,False
26,53000,9.0,1,8000,7.88,0,0.15,0,2,0,False,False,False,False,False,False,False,False,False,False
23,85000,5.0,3,6700,15.23,0,0.08,1,2,0,False,False,True,False,False,False,False,True,False,False
23,47000,7.0,3,16000,14.35,1,0.34,1,3,0,False,False,False,False,False,False,False,True,False,False
22,53000,6.0,1,7750,7.14,0,0.15,0,4,0,False,False,False,False,False,False,False,False,False,False
21,53000,5.0,2,14400,11.36,0,0.27,0,3,0,False,True,False,False,False,False,False,False,True,False
22,53000,4.0,4,8000,16.07,0,0.15,1,4,0,False,False,False,False,False,False,False,False,True,False
23,70000,8.0,1,6725,6.62,0,0.1,0,2,0,False,False,True,False,False,False,False,False,False,False
26,41000,4.0,1,6750,5.99,0,0.16,0,3,0,False,False,True,False,False,True,False,False,False,False
25,42000,2.0,4,6750,17.27,1,0.16,0,2,0,False,False,True,False,False,False,False,True,False,False
25,75000,9.0,1,6775,7.9,0,0.09,0,4,0,False,False,True,False,False,False,False,False,False,True
26,53000,8.0,2,16000,10.25,0,0.3,0,2,0,False,True,False,False,False,False,False,False,True,False
24,53000,3.0,1,9800,7.51,0,0.18,0,4,0,False,True,False,False,False,False,True,False,False,False
23,27600,6.0,1,6800,8.9,0,0.25,0,3,0,False,False,True,False,False,True,False,False,False,False
22,53000,7.0,2,2250,10.62,0,0.04,0,3,0,False,True,False,False,False,False,False,False,False,True
22,27800,3.0,1,6800,8.49,0,0.24,0,3,0,False,False,True,False,False,False,False,True,False,False
24,53000,8.0,1,3350,6.76,0,0.06,0,2,0,False,True,False,False,False,False,False,True,False,False
25,28800,8.0,2,6800,9.63,0,0.24,0,3,0,False,False,True,False,False,True,False,False,False,False
22,29120,1.0,2,6800,10.59,0,0.23,0,2,0,False,False,True,False,False,False,False,False,False,True
22,53000,6.0,5,10000,17.39,0,0.19,0,3,0,False,False,False,False,False,True,False,False,False,False
24,30500,2.0,6,6800,21.74,1,0.22,1,3,0,False,False,True,False,False,True,False,False,False,False
22,37000,6.0,1,6800,7.14,0,0.18,0,2,0,False,False,True,False,False,False,False,False,True,False
22,53000,7.0,1,2500,7.4,0,0.05,0,3,0,False,False,False,False,False,True,False,False,False,False
25,53000,2.0,2,10750,11.14,0,0.2,0,2,0,False,False,False,False,False,False,False,False,False,True
25,53000,10.0,2,16000,12.53,0,0.3,0,2,0,False,False,False,False,False,False,False,True,False,False
22,31500,1.0,4,6800,14.11,1,0.22,0,2,0,False,False,True,False,False,False,False,False,False,True
24,38112,2.0,1,6800,7.68,0,0.18,0,3,0,False,False,True,False,False,False,False,False,True,False
24,53000,0.0,4,7200,14.42,0,0.14,0,3,0,False,False,False,False,False,False,True,False,False,False
22,41196,6.0,3,6800,11.59,0,0.17,1,2,0,False,False,True,False,False,False,False,False,True,False
21,45000,1.0,1,6800,5.79,0,0.15,0,3,0,False,False,True,False,False,False,False,False,True,False
24,53000,1.0,4,6400,13.67,0,0.12,0,2,0,False,False,False,False,False,True,False,False,False,False
23,46000,2.0,4,6800,15.65,1,0.15,1,4,0,False,False,True,False,False,False,False,False,False,True
23,46852,3.0,2,6800,10.65,1,0.15,0,2,0,False,False,True,False,False,False,True,False,False,False
22,53000,0.0,2,4000,10.39,0,0.08,0,2,0,False,False,False,False,False,False,False,False,False,False
26,53000,4.0,2,6800,9.91,0,0.13,0,4,0,False,False,True,False,False,True,False,False,False,False
21,53000,0.0,4,12000,13.24,0,0.23,0,2,0,False,False,False,False,False,False,False,False,True,False
24,53004,6.0,2,21000,10.65,0,0.4,0,4,0,False,False,False,False,False,False,False,False,False,True
25,53004,3.0,1,4800,5.42,0,0.09,0,2,0,False,False,False,False,False,False,False,False,False,True
26,53004,3.0,2,5000,10.0,0,0.09,0,4,0,False,False,False,False,False,False,False,False,False,False
24,54000,8.0,2,6800,10.59,0,0.13,0,3,0,False,False,True,False,False,False,True,False,False,False
23,53004,7.0,1,10000,5.79,0,0.19,0,3,0,False,False,False,False,False,False,False,False,True,False
24,53004,1.0,2,2400,10.36,0,0.05,0,2,0,False,False,False,False,False,False,False,False,False,False
25,53004,9.0,2,2000,10.75,0,0.04,0,4,0,False,True,False,False,False,True,False,False,False,False
23,48000,0.0,1,6800,6.54,1,0.14,0,4,0,False,False,True,False,False,False,False,False,True,False
22,53004,6.0,3,1500,13.79,0,0.03,0,2,0,False,False,False,False,False,True,False,False,False,False
23,55000,1.0,2,6800,11.49,0,0.12,0,2,0,False,False,True,False,False,False,False,False,False,True
22,55000,2.0,2,6800,11.99,0,0.12,0,2,0,False,False,True,False,False,True,False,False,False,False
24,60000,0.0,1,6800,7.51,0,0.11,0,2,0,False,False,True,False,False,False,False,False,False,True
22,65700,7.0,2,6800,10.37,0,0.1,0,3,0,False,False,True,False,False,False,False,False,True,False
26,53100,10.0,1,13000,7.9,0,0.24,0,3,0,False,True,False,False,False,False,False,False,False,True
25,68004,8.0,1,6800,8.49,0,0.1,0,4,0,False,False,True,False,False,False,False,False,False,False
22,53124,4.0,3,6500,13.61,0,0.12,0,3,0,False,False,False,False,False,True,False,False,False,False
23,47148,3.0,1,25000,7.49,1,0.53,0,3,1,False,False,False,False,False,False,False,True,False,False
26,53155,10.0,1,4000,6.76,0,0.08,0,3,0,False,False,False,False,False,False,False,True,False,False
23,53160,4.0,1,7000,7.49,0,0.13,0,3,0,False,False,False,False,False,False,False,False,False,False
24,53184,8.0,2,13500,10.99,0,0.25,0,4,0,False,False,False,False,False,False,False,False,True,False
25,70000,5.0,1,6800,5.42,0,0.1,0,2,0,False,False,True,False,False,False,True,False,False,False
22,77182,6.0,3,6800,13.22,0,0.09,0,3,0,False,False,True,False,False,True,False,False,False,False
25,96050,9.0,4,6500,14.61,1,0.06,0,2,0,False,False,True,False,False,False,False,True,False,False
23,25000,4.0,2,6475,9.91,0,0.26,0,3,0,False,False,True,False,False,False,False,False,False,False
25,53000,1.0,2,6475,10.59,0,0.12,0,4,0,False,False,True,False,False,False,False,False,True,False
23,80000,4.0,1,6475,6.99,1,0.08,0,3,0,False,False,True,False,False,False,False,False,True,False
26,47360,10.0,4,6000,14.61,1,0.13,1,3,0,False,False,False,False,False,False,True,False,False,False
22,29361,4.0,2,6450,10.99,1,0.22,0,3,0,False,False,True,False,False,False,True,False,False,False
26,53400,3.0,2,13600,10.99,0,0.25,0,4,0,False,True,False,False,False,True,False,False,False,False
25,31000,1.0,4,6450,14.42,1,0.21,1,3,0,False,False,True,False,False,False,True,False,False,False
25,53481,4.0,1,15000,6.03,0,0.28,0,3,0,False,True,False,False,False,True,False,False,False,False
24,70000,0.0,3,6425,13.72,0,0.09,0,2,0,False,False,True,False,False,False,False,True,False,False
23,53500,4.0,2,2000,9.62,0,0.04,0,4,0,False,False,False,False,False,False,False,False,False,False
21,20000,4.0,2,6400,10.99,1,0.32,0,3,0,False,False,True,False,False,False,False,False,True,False
22,24000,3.0,3,6400,13.48,0,0.27,1,3,0,False,False,True,False,False,True,False,False,False,False
21,24000,0.0,2,6400,10.95,0,0.27,0,3,0,False,False,True,False,False,True,False,False,False,False
23,25000,0.0,3,6400,12.84,0,0.26,0,3,0,False,False,True,False,False,True,False,False,False,False
24,26400,2.0,2,6400,10.37,0,0.24,0,3,0,False,False,True,False,False,False,False,True,False,False
24,28000,3.0,5,6400,14.75,0,0.23,0,2,0,False,False,True,False,False,False,False,False,False,True
22,29000,0.0,3,6400,13.48,0,0.22,1,4,0,False,False,True,False,False,True,False,False,False,False
25,29120,0.0,4,6400,16.29,1,0.22,0,2,0,False,False,True,False,False,False,True,False,False,False
23,30000,2.0,1,6400,6.99,0,0.21,0,4,0,False,False,True,False,False,True,False,False,False,False
26,53595,3.0,1,6000,7.88,0,0.11,0,2,0,False,False,False,False,False,False,False,False,True,False
22,30000,4.0,4,6400,15.99,1,0.21,0,2,0,False,False,True,False,False,False,True,False,False,False
23,30000,3.0,3,6400,13.48,0,0.21,1,3,0,False,False,True,False,False,False,False,False,False,True
23,30000,2.0,1,6400,7.49,0,0.21,0,3,0,False,False,True,False,False,False,False,True,False,False
23,53664,7.0,2,15000,10.75,0,0.28,0,4,0,False,False,False,False,False,True,False,False,False,False
21,53684,5.0,4,16000,15.65,0,0.3,1,4,0,False,False,False,False,False,True,False,False,False,False
22,30000,1.0,5,6400,16.0,1,0.21,0,3,0,False,False,True,False,False,False,False,False,False,False
23,53724,7.0,1,8600,6.03,0,0.16,0,3,0,False,False,False,False,False,True,False,False,False,False
25,53742,9.0,1,10750,5.79,0,0.2,0,2,0,False,False,False,False,False,False,True,False,False,False
25,30500,5.0,2,6400,11.49,0,0.21,0,4,0,False,False,True,False,False,False,False,True,False,False
26,31200,1.0,1,6400,7.51,0,0.21,0,3,0,False,False,True,False,False,False,False,False,False,True
24,53800,4.0,2,6000,10.99,0,0.11,0,2,0,False,False,False,False,False,False,False,False,False,False
23,47800,4.0,2,18000,10.95,1,0.38,0,3,0,False,False,False,False,False,False,False,True,False,False
22,53808,5.0,1,6000,8.9,0,0.11,0,2,0,False,False,False,False,False,False,False,False,True,False
22,31224,0.0,1,6400,9.32,0,0.2,0,4,0,False,False,True,False,False,False,False,True,False,False
22,53832,2.0,3,11700,12.87,0,0.22,0,2,0,False,False,False,False,False,False,False,True,False,False
21,53851,2.0,2,12000,10.0,0,0.22,0,2,0,False,False,False,False,False,False,False,False,False,False
21,53876,4.0,3,2700,14.72,0,0.05,0,4,0,False,False,False,False,False,False,False,False,True,False
22,53913,6.0,1,11500,5.99,0,0.21,0,4,0,False,False,False,False,False,False,False,False,False,True
22,53947,0.0,2,6400,9.62,0,0.12,0,4,0,False,True,False,False,False,False,False,False,True,False
23,53976,7.0,2,2000,10.74,0,0.04,0,3,0,False,False,False,False,False,True,False,False,False,False
26,31836,1.0,3,6400,14.35,0,0.2,0,4,0,False,False,True,False,False,False,False,False,False,True
22,54000,6.0,1,5000,6.03,0,0.09,0,2,0,False,False,False,False,False,False,False,True,False,False
23,32000,4.0,1,6400,8.9,0,0.2,0,4,0,False,False,True,False,False,True,False,False,False,False
24,33000,8.0,2,6400,9.99,0,0.19,0,2,0,False,False,True,False,False,False,False,True,False,False
26,34200,2.0,4,6400,17.49,1,0.19,1,3,0,False,False,True,False,False,False,True,False,False,False
26,54000,10.0,1,5000,6.62,0,0.09,0,2,0,False,False,False,False,False,True,False,False,False,False
21,35000,3.0,2,6400,12.69,0,0.18,0,4,0,False,False,True,False,False,False,False,True,False,False
22,29000,4.0,5,6400,15.95,1,0.22,1,4,0,False,False,True,False,False,False,False,False,False,False
22,54000,3.0,1,15750,6.62,0,0.29,0,4,0,False,False,False,False,False,False,False,False,True,False
